MS SubClass,Neighborhood,House Style,Overall Qual,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin Type 1,Kitchen Qual,Fireplaces,Garage Cars,Garage Area,Misc Val,SalePrice,liveable_sf,bath_total,effective_age
50,BrkSide,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,1.0,1.0,280.0,0,132500,1412.0,1.0,64.03800000000001
50,BrkSide,1.5Fin,5,Stucco,Stucco,444.0,Rec,TA,0.0,1.0,320.0,0,93000,1296.0,1.0,70.908
45,BrkSide,1.5Unf,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,1.0,180.0,0,119000,904.0,1.0,40.724000000000004
30,BrkSide,1Story,5,Wd Sdng,Wd Sdng,0.0,LwQ,Fa,0.0,2.0,440.0,0,100000,1584.5,1.0,70.908
50,BrkSide,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,2.0,576.0,0,141500,1539.0,1.5,65.412
50,BrkSide,1.5Fin,4,AsbShng,AsbShng,0.0,Unf,Gd,0.0,1.0,240.0,0,133000,1573.0,1.0,41.480000000000004
30,BrkSide,1Story,2,AsbShng,AsbShng,0.0,Unf,Fa,1.0,0.0,0.0,0,60000,800.0,1.0,65.412
30,BrkSide,1Story,5,Wd Sdng,Wd Sdng,0.0,BLQ,TA,0.0,1.0,180.0,0,105000,1021.3,2.0,44.396
30,BrkSide,1Story,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,264.0,0,115000,995.0,1.0,43.892
50,BrkSide,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,LwQ,TA,1.0,1.0,250.0,0,150000,1773.1,2.0,64.49600000000001
30,BrkSide,1Story,5,Wd Sdng,Wd Sdng,0.0,LwQ,TA,0.0,5.0,1184.0,0,126500,1165.8,2.0,70.45
75,BrkSide,2.5Unf,6,Wd Sdng,Wd Shng,0.0,Unf,Gd,0.0,2.0,441.0,0,214500,2134.0,2.0,50.724000000000004
70,BrkSide,2Story,7,HdBoard,HdBoard,0.0,Unf,Gd,0.0,2.0,532.0,0,167500,2019.0,1.0,54.013999999999996
70,OldTown,2Story,6,MetalSd,MetalSd,0.0,Unf,TA,0.0,2.0,576.0,0,155000,1768.0,2.0,75.03
70,OldTown,2Story,7,Stucco,Stucco,0.0,ALQ,Ex,1.0,1.0,164.0,0,155000,2035.3,2.5,45.22
70,OldTown,2Story,7,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,1.0,216.0,400,179900,1944.0,2.0,51.182
75,OldTown,2.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,0.0,0.0,0,104000,1858.0,1.0,76.404
90,OldTown,2Story,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,0.0,0.0,0,62500,2128.0,2.0,71.82400000000001
70,IDOTRR,2Story,6,Plywood,Plywood,0.0,BLQ,TA,0.0,1.0,316.0,0,149000,2295.4,3.0,69.534
30,IDOTRR,1.5Fin,4,MetalSd,MetalSd,0.0,BLQ,TA,0.0,2.0,539.0,0,103000,954.4000000000001,1.0,70.45
70,OldTown,2Story,6,Wd Sdng,Wd Sdng,0.0,Unf,Gd,0.0,1.0,379.0,0,123000,1427.0,1.0,46.846000000000004
190,OldTown,2.5Unf,7,MetalSd,MetalSd,188.0,Rec,TA,0.0,0.0,0.0,0,97500,1982.3,2.5,53.884
50,IDOTRR,1.5Fin,6,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,384.0,0,135000,1666.0,1.0,69.534
85,IDOTRR,SFoyer,4,MetalSd,MetalSd,0.0,BLQ,Gd,0.0,0.0,0.0,0,70000,1460.4,2.0,71.366
190,IDOTRR,2Story,6,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,308.0,0,116000,1779.6,2.5,66.9
20,Sawyer,1Story,4,MetalSd,MetalSd,0.0,Unf,Fa,0.0,1.0,220.0,0,88750,704.0,1.5,33.190000000000005
90,Edwards,1Story,5,Plywood,Plywood,0.0,GLQ,TA,0.0,0.0,0.0,0,179000,2040.0,3.5,21.458000000000002
90,Edwards,1Story,5,Plywood,Plywood,0.0,GLQ,TA,0.0,0.0,0.0,0,179000,2040.0,3.5,21.458000000000002
90,Edwards,SFoyer,5,Plywood,Plywood,0.0,GLQ,TA,0.0,1.0,252.0,0,159900,1958.4,3.5,31.0
30,Edwards,1Story,1,Wd Sdng,Wd Sdng,0.0,BLQ,Fa,0.0,0.0,0.0,0,61000,1149.0,1.5,71.82400000000001
70,Edwards,2Story,6,Wd Sdng,Wd Sdng,0.0,BLQ,TA,0.0,1.0,300.0,0,103600,1754.7,3.0,70.45
50,Edwards,1.5Fin,5,MetalSd,MetalSd,0.0,Unf,TA,0.0,1.0,226.0,0,63000,1112.0,3.0,66.328
80,Sawyer,SLvl,5,HdBoard,HdBoard,0.0,ALQ,TA,1.0,2.0,480.0,0,175000,1774.8,2.5,26.488
20,Sawyer,1Story,5,VinylSd,VinylSd,0.0,Rec,TA,0.0,2.0,480.0,0,139000,1576.7,2.0,46.0
60,Sawyer,2Story,6,HdBoard,HdBoard,92.0,LwQ,TA,1.0,2.0,440.0,0,172500,2191.2,2.5,31.0
20,Sawyer,1Story,5,HdBoard,HdBoard,172.0,BLQ,TA,1.0,1.0,668.0,0,113500,1420.9,1.5,42.0
20,Sawyer,1Story,5,HdBoard,HdBoard,89.0,ALQ,Gd,0.0,1.0,288.0,0,130000,1214.0,1.0,21.946
85,Sawyer,SFoyer,6,Plywood,HdBoard,23.0,GLQ,TA,1.0,2.0,504.0,0,149900,1353.2,1.5,31.0
85,Sawyer,SFoyer,5,Wd Sdng,Wd Sdng,0.0,GLQ,TA,0.0,2.0,576.0,0,134900,1337.5,2.0,27.0
85,Sawyer,SFoyer,5,HdBoard,HdBoard,0.0,ALQ,TA,0.0,2.0,528.0,0,137000,1330.4,2.0,27.0
20,Sawyer,1Story,5,Wd Sdng,Wd Sdng,116.0,LwQ,TA,1.0,1.0,288.0,0,139000,1680.0,1.5,47.0
80,Sawyer,SLvl,5,HdBoard,HdBoard,0.0,Unf,TA,1.0,1.0,384.0,0,165000,1515.0,2.0,48.0
80,Sawyer,SLvl,6,Wd Sdng,Wd Sdng,54.0,BLQ,TA,1.0,2.0,480.0,0,148000,1549.6,1.5,49.0
80,ClearCr,SLvl,5,Wd Sdng,Wd Sdng,366.0,Unf,TA,1.0,1.0,336.0,0,165000,2071.0,2.0,53.0
20,Sawyer,1Story,2,Wd Sdng,Wd Sdng,0.0,None,Fa,0.0,0.0,0.0,0,63900,660.0,1.0,60.374
50,ClearCr,1.5Fin,4,Wd Sdng,Wd Sdng,0.0,Unf,TA,2.0,1.0,304.0,0,161500,1788.0,2.0,34.656000000000006
20,ClearCr,1Story,5,Wd Sdng,Wd Sdng,0.0,GLQ,Ex,2.0,1.0,452.0,0,143000,2399.8,3.0,22.03
20,Edwards,1Story,4,VinylSd,VinylSd,0.0,ALQ,TA,0.0,1.0,284.0,0,135000,1970.3,1.0,53.0
30,Edwards,1Story,4,VinylSd,VinylSd,0.0,BLQ,TA,0.0,2.0,539.0,0,82500,1044.4,1.0,63.58
20,ClearCr,1Story,5,Wd Sdng,Wd Sdng,0.0,LwQ,TA,2.0,1.0,303.0,0,190000,2669.9,2.0,33.403999999999996
20,Edwards,1Story,3,BrkFace,Wd Sdng,0.0,None,TA,1.0,2.0,452.0,0,139600,1733.0,2.0,54.0
20,Edwards,1Story,4,VinylSd,VinylSd,0.0,None,TA,0.0,2.0,498.0,0,122000,1383.0,1.0,55.0
20,Edwards,1Story,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,2.0,480.0,0,127500,1689.0,1.0,53.0
20,Edwards,1Story,5,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,340.0,0,121500,1252.9,2.0,53.0
20,Edwards,1Story,5,BrkComm,Brk Cmn,0.0,Unf,TA,0.0,1.0,350.0,0,60000,1276.0,1.0,51.0
60,Edwards,2Story,6,MetalSd,MetalSd,0.0,BLQ,Gd,1.0,1.0,240.0,0,154400,1878.4,1.5,60.83200000000001
30,Edwards,1Story,4,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,234.0,0,113000,912.8,2.0,63.122
20,Edwards,1Story,5,Wd Sdng,Wd Sdng,0.0,BLQ,TA,1.0,1.0,252.0,0,125000,1210.1,2.0,55.0
20,Edwards,1Story,4,Wd Sdng,Wd Sdng,0.0,None,TA,0.0,1.0,290.0,0,84000,845.0,1.0,52.0
120,Edwards,1Story,5,HdBoard,HdBoard,149.0,GLQ,Gd,0.0,1.0,266.0,0,139500,1710.5,3.0,25.0
50,Edwards,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,LwQ,TA,1.0,1.0,281.0,0,131000,1920.4,1.5,28.022000000000002
50,Edwards,1.5Fin,6,WdShing,Wd Shng,0.0,Rec,TA,0.0,1.0,280.0,0,105000,1400.8,1.0,64.03800000000001
70,Edwards,2Story,4,MetalSd,MetalSd,0.0,Unf,TA,1.0,1.0,296.0,0,108000,1510.0,2.0,63.58
80,SawyerW,SLvl,7,HdBoard,HdBoard,0.0,GLQ,Gd,0.0,2.0,462.0,0,162000,1583.1999999999998,2.5,18.458
80,SawyerW,SLvl,6,Wd Sdng,Wd Sdng,100.0,Rec,Gd,1.0,2.0,576.0,600,156500,1702.0,1.5,26.0
50,SawyerW,1.5Fin,8,Wd Sdng,Wd Sdng,0.0,GLQ,Gd,1.0,2.0,612.0,0,316600,3140.7,2.5,11.908000000000001
20,SawyerW,1Story,7,HdBoard,HdBoard,234.0,ALQ,Gd,1.0,3.0,701.0,0,271900,2659.4,2.0,18.458
60,SawyerW,2Story,7,HdBoard,HdBoard,137.0,ALQ,Gd,1.0,2.0,425.0,0,213000,2134.1,3.5,16.0
60,SawyerW,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,473.0,0,239900,2210.8,3.5,15.458000000000002
60,SawyerW,2Story,8,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,466.0,0,239500,2428.8,2.5,14.0
70,SawyerW,2Story,5,HdBoard,HdBoard,0.0,None,TA,1.0,2.0,576.0,0,131000,2016.0,1.0,60.166000000000004
90,SawyerW,1Story,5,HdBoard,HdBoard,0.0,None,TA,0.0,2.0,410.0,0,118964,1535.0,2.0,30.0
90,SawyerW,SFoyer,5,Plywood,Plywood,275.0,GLQ,TA,2.0,2.0,528.0,0,153337,1984.1999999999998,3.0,30.0
90,SawyerW,2Story,5,HdBoard,HdBoard,0.0,None,TA,0.0,2.0,720.0,0,147983,2228.0,2.0,30.0
90,SawyerW,1Story,5,HdBoard,HdBoard,0.0,None,TA,0.0,2.0,400.0,0,118858,1535.0,2.0,30.0
90,SawyerW,1Story,5,Plywood,Plywood,0.0,None,TA,0.0,2.0,400.0,0,118858,1535.0,2.0,30.0
90,SawyerW,2Story,5,Plywood,Plywood,0.0,None,TA,0.0,2.0,528.0,0,142953,2240.0,2.0,30.0
90,SawyerW,SFoyer,5,Plywood,Plywood,216.0,GLQ,Gd,2.0,2.0,672.0,0,148325,1994.8,3.0,30.0
90,SawyerW,1Story,5,HdBoard,HdBoard,0.0,None,TA,0.0,2.0,400.0,0,113722,1513.0,2.0,30.0
90,SawyerW,2Story,7,VinylSd,VinylSd,23.0,GLQ,TA,2.0,4.0,820.0,0,269500,3361.0,3.5,9.0
90,SawyerW,2Story,7,VinylSd,VinylSd,23.0,GLQ,TA,2.0,4.0,820.0,0,269500,3361.0,3.5,9.0
90,SawyerW,2Story,7,VinylSd,VinylSd,23.0,GLQ,TA,2.0,4.0,820.0,0,269500,3361.0,3.5,9.0
20,CollgCr,1Story,9,VinylSd,VinylSd,242.0,GLQ,Ex,1.0,3.0,1138.0,0,323262,2394.7,2.5,0.0
20,CollgCr,1Story,8,VinylSd,VinylSd,336.0,GLQ,Gd,1.0,3.0,826.0,0,297000,2619.6,3.0,1.4580000000000002
20,CollgCr,1Story,8,VinylSd,VinylSd,270.0,Unf,Ex,1.0,3.0,860.0,0,295493,1630.0,3.0,1.0
20,CollgCr,1Story,9,VinylSd,VinylSd,364.0,GLQ,Ex,1.0,3.0,846.0,0,332000,2492.8,3.0,1.0
20,CollgCr,1Story,8,VinylSd,VinylSd,0.0,Unf,Gd,1.0,3.0,904.0,0,239900,1468.0,2.0,1.0
60,CollgCr,2Story,8,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,578.0,0,212000,1782.0,2.5,2.0
20,CollgCr,1Story,8,VinylSd,VinylSd,352.0,GLQ,Gd,2.0,2.0,524.0,0,272500,2789.3,3.0,1.4580000000000002
20,CollgCr,1Story,9,VinylSd,VinylSd,0.0,Unf,Ex,0.0,2.0,702.0,0,239000,1800.0,2.0,2.0
20,CollgCr,1Story,7,VinylSd,VinylSd,180.0,GLQ,Gd,1.0,2.0,660.0,0,220000,2537.8,3.5,3.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,662.0,0,200000,1921.4,3.0,2.0
20,CollgCr,1Story,8,VinylSd,VinylSd,140.0,GLQ,Gd,0.0,3.0,810.0,0,221800,1864.4,3.0,1.0
20,CollgCr,1Story,7,VinylSd,VinylSd,82.0,GLQ,Gd,0.0,2.0,632.0,0,194500,1738.8,3.0,2.0
20,CollgCr,1Story,8,VinylSd,VinylSd,76.0,GLQ,Gd,1.0,3.0,844.0,0,237000,1514.8,2.0,3.458
60,CollgCr,2Story,6,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,440.0,0,173000,1422.0,2.5,3.458
80,SawyerW,SLvl,7,Wd Sdng,Wd Sdng,145.0,GLQ,Gd,1.0,2.0,569.0,0,275000,2706.6,3.5,20.0
60,ClearCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,525.0,0,233500,2319.0,3.5,16.458000000000002
60,ClearCr,2Story,5,Plywood,Plywood,0.0,LwQ,TA,0.0,2.0,538.0,0,185000,2835.1,3.0,42.0
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,576.0,0,152000,1552.4,2.0,13.0
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,ALQ,TA,0.0,1.0,440.0,0,143000,1518.5,2.0,15.0
60,CollgCr,2Story,6,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,470.0,0,231500,2338.7,3.5,12.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,1.0,2.0,550.0,0,212000,2171.3,3.5,13.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,TA,0.0,2.0,539.0,0,207000,2128.0,3.0,11.0
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,Unf,TA,0.0,2.0,672.0,0,145000,1097.0,1.5,14.458000000000002
20,CollgCr,1Story,5,VinylSd,VinylSd,0.0,ALQ,TA,0.0,2.0,480.0,0,138000,1512.1999999999998,2.0,14.458000000000002
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,546.0,0,197900,1779.0,2.5,11.0
20,CollgCr,1Story,7,VinylSd,VinylSd,183.0,GLQ,Gd,0.0,2.0,577.0,0,204000,1976.3,3.0,10.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,666.0,0,192000,1823.0,3.0,10.0
60,CollgCr,2Story,6,VinylSd,VinylSd,120.0,GLQ,TA,1.0,2.0,492.0,0,200000,2196.2,3.5,11.0
60,CollgCr,2Story,7,VinylSd,VinylSd,95.0,Unf,Gd,0.0,2.0,493.0,0,195000,1660.0,2.5,7.0
20,CollgCr,1Story,7,VinylSd,VinylSd,110.0,GLQ,Gd,0.0,2.0,544.0,0,227000,2124.6,3.0,7.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,622.0,0,230000,2306.2,3.5,8.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,605.0,0,187100,1430.0,2.0,7.458
20,CollgCr,1Story,7,VinylSd,VinylSd,68.0,GLQ,Gd,0.0,2.0,577.0,0,203000,2325.3,3.0,7.542
20,CollgCr,1Story,7,VinylSd,VinylSd,180.0,GLQ,Gd,1.0,2.0,608.0,0,201000,1508.8,2.0,8.0
20,CollgCr,1Story,5,HdBoard,HdBoard,136.0,Rec,TA,0.0,0.0,0.0,0,124000,1471.2,2.0,31.0
20,CollgCr,1Story,5,MetalSd,MetalSd,76.0,GLQ,TA,0.0,1.0,343.0,0,140000,1344.5,1.0,31.0
20,CollgCr,1Story,5,HdBoard,HdBoard,40.0,ALQ,TA,0.0,2.0,444.0,0,134900,1461.4,2.0,30.0
20,CollgCr,1Story,5,HdBoard,HdBoard,0.0,LwQ,Gd,0.0,2.0,484.0,0,150500,1513.2,2.0,15.198
20,CollgCr,1Story,5,VinylSd,VinylSd,90.0,ALQ,TA,0.0,1.0,336.0,0,136500,1316.2,2.0,16.366
20,CollgCr,1Story,5,HdBoard,Plywood,0.0,ALQ,Gd,0.0,1.0,252.0,0,143500,1405.2,1.5,25.496000000000002
20,CollgCr,1Story,5,HdBoard,Plywood,0.0,BLQ,TA,1.0,1.0,338.0,0,133500,1186.0,2.0,37.0
20,CollgCr,1Story,5,MetalSd,MetalSd,0.0,Rec,TA,0.0,2.0,600.0,0,123000,1437.9,1.0,37.0
85,CollgCr,SFoyer,5,WdShing,HdBoard,0.0,GLQ,TA,0.0,1.0,396.0,0,133900,1230.0,1.5,20.198
85,CollgCr,SFoyer,5,HdBoard,Wd Shng,0.0,GLQ,TA,0.0,2.0,396.0,0,133000,1227.2,2.0,18.03
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,3.0,1231.0,0,250000,2474.8,3.0,7.0
60,CollgCr,2Story,8,VinylSd,VinylSd,198.0,Unf,Gd,1.0,2.0,570.0,0,254750,2184.0,2.5,6.0
20,CollgCr,1Story,8,VinylSd,VinylSd,0.0,Unf,Ex,1.0,2.0,522.0,0,236500,1788.0,2.0,8.0
60,CollgCr,2Story,8,VinylSd,VinylSd,108.0,GLQ,Ex,1.0,2.0,531.0,0,261500,2565.0,3.5,8.0
60,CollgCr,2Story,9,VinylSd,VinylSd,204.0,GLQ,Ex,2.0,3.0,736.0,0,313000,2785.8,3.5,9.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,550.0,0,198500,1725.0,2.5,7.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,608.0,0,211000,1870.0,2.5,8.0
20,CollgCr,1Story,8,VinylSd,VinylSd,260.0,GLQ,Gd,1.0,2.0,521.0,0,220000,2385.2,3.0,9.458
20,CollgCr,1Story,7,VinylSd,VinylSd,196.0,GLQ,Gd,1.0,2.0,478.0,0,203000,1987.0,3.0,13.0
20,CollgCr,1Story,8,HdBoard,HdBoard,164.0,GLQ,Gd,1.0,2.0,523.0,0,279500,2780.0,3.0,6.458
20,CollgCr,1Story,7,VinylSd,VinylSd,209.0,GLQ,Gd,1.0,2.0,511.0,0,210000,2194.7,3.0,11.458000000000002
60,CollgCr,2Story,7,VinylSd,VinylSd,573.0,GLQ,Gd,0.0,2.0,645.0,0,219500,2551.3,3.5,11.458000000000002
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,512.0,0,191000,1716.0,2.5,13.0
20,CollgCr,1Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,573.0,0,178000,1212.0,2.0,8.0
20,CollgCr,1Story,7,VinylSd,VinylSd,171.0,Unf,Gd,1.0,2.0,451.0,0,213000,1630.0,2.0,8.458
120,CollgCr,1Story,6,VinylSd,VinylSd,170.0,GLQ,Gd,0.0,2.0,420.0,0,144000,1327.5,2.0,5.458
120,CollgCr,1Story,6,VinylSd,VinylSd,170.0,GLQ,Gd,0.0,2.0,420.0,0,140000,1327.5,2.0,6.0
20,CollgCr,1Story,8,VinylSd,VinylSd,180.0,GLQ,Gd,1.0,3.0,810.0,0,293200,2636.6,3.0,2.0
60,CollgCr,2Story,7,VinylSd,VinylSd,0.0,Unf,Gd,0.0,2.0,572.0,0,190000,1728.0,2.5,5.0
20,CollgCr,1Story,7,VinylSd,VinylSd,210.0,GLQ,Gd,0.0,2.0,570.0,0,190000,1514.0,2.0,5.0
60,CollgCr,2Story,6,VinylSd,VinylSd,0.0,GLQ,Gd,0.0,2.0,540.0,0,173500,1611.1,3.5,4.0
60,CollgCr,2Story,6,VinylSd,VinylSd,0.0,Unf,Gd,1.0,2.0,440.0,0,170000,1396.0,2.5,2.0
20,Edwards,1Story,4,VinylSd,VinylSd,0.0,None,Gd,0.0,2.0,520.0,0,108000,1126.0,2.0,30.732
20,Edwards,1Story,5,MetalSd,MetalSd,0.0,BLQ,TA,0.0,2.0,480.0,0,167000,1931.9,2.0,26.03
20,Edwards,1Story,4,MetalSd,MetalSd,0.0,ALQ,TA,1.0,1.0,288.0,0,100000,1299.0,2.0,60.160000000000004
85,Edwards,SFoyer,7,HdBoard,HdBoard,500.0,None,Gd,1.0,2.0,672.0,0,198500,1922.0,3.0,6.0
60,Edwards,2Story,6,HdBoard,Plywood,140.0,BLQ,TA,0.0,2.0,440.0,0,159500,1800.5,1.5,32.0
20,Edwards,1Story,4,HdBoard,HdBoard,0.0,GLQ,TA,0.0,1.0,544.0,0,127000,1428.3,2.0,43.038
80,Edwards,SLvl,6,MetalSd,MetalSd,255.0,ALQ,TA,1.0,1.0,352.0,0,125000,1566.7,2.0,33.0
20,Edwards,1Story,9,CemntBd,CmentBd,340.0,GLQ,Ex,1.0,3.0,768.0,0,320000,2561.8,3.0,1.4580000000000002
180,Edwards,SFoyer,6,VinylSd,VinylSd,80.0,GLQ,TA,0.0,2.0,525.0,0,145500,1454.9,2.0,3.458
20,Edwards,1Story,5,VinylSd,VinylSd,0.0,Unf,TA,0.0,0.0,0.0,0,118000,698.0,1.5,28.938000000000002
20,Edwards,1Story,4,AsbShng,AsbShng,0.0,LwQ,TA,0.0,1.0,320.0,0,85000,1278.5,1.0,50.0
20,Edwards,1Story,5,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,195.0,900,120000,2122.6,2.0,59.0
50,Edwards,1.5Fin,4,WdShing,Wd Shng,0.0,None,TA,0.0,1.0,240.0,0,98000,1529.0,2.0,61.290000000000006
30,Edwards,1Story,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,0.0,0.0,0.0,0,99900,864.0,1.0,71.82400000000001
20,Edwards,1Story,3,BrkComm,Brk Cmn,0.0,None,Fa,0.0,2.0,528.0,0,82000,944.0,1.0,57.0
90,Edwards,1Story,5,VinylSd,VinylSd,74.0,Unf,TA,0.0,0.0,0.0,0,119900,1678.0,2.0,50.0
20,Edwards,1Story,5,HdBoard,HdBoard,259.0,Rec,TA,1.0,1.0,313.0,0,103500,1942.2,1.0,53.0
20,Edwards,1Story,4,AsbShng,AsbShng,0.0,Unf,TA,0.0,1.0,288.0,0,112000,960.0,1.0,53.0
50,Edwards,1.5Fin,6,Wd Sdng,Wd Sdng,0.0,Unf,Gd,0.0,2.0,528.0,800,110000,1196.0,1.0,45.64
50,Edwards,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,Rec,TA,2.0,1.0,256.0,0,122000,1736.2,1.0,63.122
50,Edwards,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,LwQ,TA,0.0,2.0,660.0,0,117000,2183.6,2.0,57.702000000000005
50,SWISU,1.5Fin,5,MetalSd,MetalSd,88.0,LwQ,TA,2.0,1.0,250.0,0,160000,1850.4,1.5,64.49600000000001
50,SWISU,1.5Fin,5,VinylSd,Stucco,0.0,Rec,TA,0.0,1.0,281.0,0,159434,1647.4,1.0,40.144
30,SWISU,1Story,2,Wd Sdng,Wd Sdng,0.0,Rec,Fa,0.0,1.0,246.0,0,60000,641.0,1.0,72.74000000000001
50,SWISU,1.5Fin,6,VinylSd,VinylSd,0.0,Unf,TA,1.0,1.0,240.0,0,139500,1489.0,2.0,63.58
75,SWISU,2.5Fin,7,Wd Sdng,Plywood,0.0,GLQ,TA,2.0,2.0,672.0,0,197000,3051.1,3.5,61.900000000000006
70,SWISU,2Story,6,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,1.0,180.0,0,105000,1242.0,1.5,65.87
50,SWISU,1.5Fin,4,WdShing,Plywood,0.0,BLQ,Gd,2.0,2.0,576.0,0,135000,2416.4,3.0,69.076
30,Crawfor,1Story,6,Stucco,Stucco,0.0,Unf,Gd,1.0,2.0,440.0,0,147500,1232.0,1.0,47.472
50,SWISU,1.5Fin,6,WdShing,Wd Shng,0.0,BLQ,Gd,1.0,1.0,216.0,0,137450,1792.8,2.5,48.77
70,SWISU,2Story,7,Wd Sdng,Wd Sdng,0.0,ALQ,Gd,0.0,2.0,576.0,0,155000,1527.0,2.0,34.51800000000001
50,Crawfor,1.5Fin,6,BrkFace,Stone,0.0,Unf,TA,1.0,2.0,342.0,0,177000,1913.0,1.5,69.076
50,SWISU,1.5Fin,7,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,1.0,216.0,0,145000,1477.0,2.5,69.076
70,Crawfor,2Story,7,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,1.0,215.0,0,137000,1228.0,1.0,51.976000000000006
70,Crawfor,2Story,7,MetalSd,MetalSd,0.0,Unf,Gd,2.0,1.0,282.0,0,234000,2080.0,1.5,40.724000000000004
50,Crawfor,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,ALQ,TA,2.0,2.0,440.0,0,205000,2076.6,2.5,63.58
70,Crawfor,2Story,6,Wd Sdng,Wd Sdng,0.0,BLQ,Gd,2.0,1.0,213.0,0,177500,1876.9,1.0,62.664
50,Crawfor,1.5Fin,5,MetalSd,MetalSd,0.0,Rec,TA,2.0,1.0,256.0,0,160000,1607.6,2.5,63.58
20,Crawfor,1Story,5,MetalSd,MetalSd,0.0,Rec,TA,0.0,1.0,307.0,0,155000,1828.1,1.0,49.0
30,Crawfor,1Story,5,Wd Sdng,Wd Sdng,0.0,ALQ,TA,0.0,2.0,432.0,0,163500,1463.1,2.0,41.93
50,Crawfor,1.5Fin,5,Wd Sdng,Wd Sdng,0.0,Unf,TA,1.0,1.0,186.0,0,154900,1343.0,1.5,72.28200000000001
90,Crawfor,2.5Unf,7,Wd Sdng,Wd Sdng,0.0,LwQ,TA,2.0,2.0,400.0,0,205000,2652.2,2.5,63.58
20,Crawfor,1Story,5,BrkFace,BrkFace,0.0,Rec,TA,1.0,1.0,390.0,0,144800,1705.6,2.0,55.0
70,Crawfor,2Story,7,MetalSd,MetalSd,0.0,Rec,Fa,1.0,1.0,234.0,0,174500,1756.5,1.5,63.122
20,Crawfor,1Story,6,HdBoard,Plywood,132.0,LwQ,TA,1.0,2.0,463.0,0,193000,2219.0,3.0,49.0
50,Crawfor,1.5Fin,5,BrkComm,Brk Cmn,0.0,BLQ,Fa,1.0,1.0,295.0,0,158000,2096.3,3.0,29.648
20,Crawfor,1Story,6,HdBoard,HdBoard,0.0,Unf,Gd,1.0,1.0,300.0,0,158500,1152.0,1.5,29.732000000000003
20,Crawfor,1Story,6,HdBoard,HdBoard,420.0,LwQ,TA,2.0,2.0,576.0,0,224000,2759.3,2.5,55.0
160,Blueste,2Story,6,MetalSd,MetalSd,0.0,Unf,TA,1.0,2.0,452.0,0,115000,1032.0,1.0,29.0
160,Blueste,2Story,6,MetalSd,MetalSd,0.0,ALQ,Gd,1.0,2.0,462.0,0,137000,1558.7,2.5,22.496000000000002
